form	lemma	POS	morph
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སྨིན་མཚམས་	སྨིན་མཚམས་	NOUN
མཚོག་མ་	མཚོག་མ་	NOUN
སྣ་	སྣ་	NOUN
རྣ་བ་	རྣ་བ་	NOUN
། །		PUNCT
མིག་	མིག་	NOUN
དང་	དང་	NO_POS
གཤང་	གཤང་	NO_POS
ལམ་	གམ་	PART
ཆུ་ལམ་	ཆུ་ལམ་	NO_POS
ཁ་	ཁ་	PRON
དང་	དང་	NO_POS
དགུ་	དགུ་	NUM
། །		PUNCT
བཀག་	བཀག་	VERB
ན་	ནས་	PART
སྒོ་	སྒོ་	NOUN
གཅིག་	གཅིག་	NUM
དབྱེ་བ་	དབྱེ་བ་	VERB
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
རློབས་	རློབས་	VERB
། །		PUNCT
འདོད་གཟུགས་	འདོད་གཟུགས་	NOUN
གཟུགས་	གཟུགས་	NOUN
མེད་	མེད་	VERB
གནོད་སྦྱིན་	གནོད་སྦྱིན་	NOUN
མི་	མི་	PART
འམ་	གམ་	PART
ཅི་	ཅི་	NO_POS
། །		PUNCT
མི་	མི་	PART
དང་	དང་	NO_POS
དུད་འགྲོ་	དུད་འགྲོ་	NOUN
དམྱལ་བ་	དམྱལ་བ་	NOUN
ཡི་དྭགས་	ཡི་དྭགས་	NOUN
སུ་	ལ་	PART
། །		PUNCT
སྐྱེ་བ་	སྐྱེ་བ་	VERB
འི་	གི་	PART
སྐྱེ་སྒོ་	སྐྱེ་སྒོ་	OTHER
བཀག་	བཀག་	VERB
ན་	ནས་	PART
མཁའ་སྤྱོད་	མཁའ་སྤྱོད་	NOUN
དུ་	ལ་	PART
། །		PUNCT
དཔའ་བོ་	དཔའ་བོ་	NOUN
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
ས་	གིས་	PART
བསུ་བ་	བསུ་བ་	VERB
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
རློབས་	རློབས་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
དང་	དང་	NO_POS
།		PUNCT
པཎ་ཆེན་	པཎ་ཆེན་	NOUN
ནཱ་	ནཱ་	NO_POS
རོ་པ་	རོ་པ་	NOUN
ས་	གིས་	PART
།		PUNCT
སྒོ་	སྒོ་	NOUN
དགུ་	དགུ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
སྐར་ཁུང་	སྐར་ཁུང་	NOUN
ཅན་	ཅན་	PART
། །		PUNCT
སྒོ་	སྒོ་	NOUN
གཅིག་	གཅིག་	NUM
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
། །		PUNCT
སྒོ་	སྒོ་	NOUN
དགུ་	དགུ་	NUM
བཅད་	བཅད་	VERB
ན་	ནས་	PART
སྒོ་	སྒོ་	NOUN
གཅིག་	གཅིག་	NUM
ཕྱེ་	ཕྱེ་	VERB
། །		PUNCT
ཐར་བ་	ཐར་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
ལ་	ལ་	PART
ཐེ་	ཐེ་	NO_POS
མི་	མི་	PART
ཚོམ་	ཚོམ་	NO_POS
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
རྣམས་	རྣམས་	DET
དང་	དང་	NO_POS
བུ་ག་	བུ་ག་	NOUN
འི་	གི་	PART
དབྱེ་	དབྱེ་	VERB
བསྡུ་	བསྡུ་	VERB
ཙམ་	ཙམ་	DET
ལས་དོན་	ལས་དོན་	OTHER
གྱི་	གི་	PART
གནད་	གནད་	NOUN
གཅིག་	གཅིག་	NUM
གོ་	གོ་	PART
།		PUNCT
གོང་	གོང་	NOUN
དུ་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
ཡི་	གི་	PART
གྲོང་	གྲོང་	NOUN
འཕོ་	འཕོ་	VERB
གྲོང་འཇུག་	གྲོང་འཇུག་	NOUN
སོགས་	སོགས་	DET
ཀྱི་	གི་	PART
འཕོ་བ་	འཕོ་བ་	VERB
འི་	གི་	PART
ལུགས་	ལུགས་	NOUN
མངོན་དུ་	མངོན་དུ་	NO_POS
མ་	མ་	PART
གྱུར་	གྱུར་	VERB
ན་	ལ་	PART
ནི་	ནི་	NO_POS
།		PUNCT
ཉི་ཟླ་	ཉི་ཟླ་	NOUN
ཁ་སྦྱོར་	ཁ་སྦྱོར་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ས་	ས་	ADP
ནི་	ནི་	NO_POS
ས་	ས་	ADP
ལ་	ལ་	PART
རང་	རང་	PRON
ཐིམ་	ཐིམ་	NO_POS
ན་	ནས་	PART
། །		PUNCT
ལུས་	ལུས་	NOUN
ནི་	ནི་	NO_POS
ལྕི་	ལྕི་	VERB
ཞིང་	ཅིང་	PART
ལྡང་	ལྡང་	NO_POS
མི་	མི་	PART
ནུས་	ནུས་	VERB
། །		PUNCT
ལངས་	ལངས་	VERB
ན་	ནས་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
ཀུན་	ཀུན་	DET
ཟད་	ཟད་	VERB
། །		PUNCT
ཆུ་	ཆུ་	NOUN
ནི་	ནི་	NO_POS
ཆུ་	ཆུ་	NOUN
ལ་	ལ་	PART
ཐིམ་པ་	ཐིམ་པ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
། །		PUNCT
ཁ་ཆུ་	ཁ་ཆུ་	NOUN
སྣ་ཆུ་	སྣ་ཆུ་	NO_POS
འཛག་པ་	འཛག་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
མེ་	མེ་	NOUN
ལ་	ལ་	PART
མེ་	མེ་	NOUN
ཐིམ་པ་	ཐིམ་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཁ་	ཁ་	PRON
སྣ་	སྣ་	NOUN
དག་	དག་	DET
ནི་	ནི་	NO_POS
རབ་ཏུ་	རབ་ཏུ་	NO_POS
སྐམ་	སྐམ་	VERB
། །		PUNCT
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
མཐའ་	མཐའ་	NOUN
ཡི་	གི་	PART
དྲོད་	དྲོད་	NOUN
རྣམས་	རྣམས་	DET
འཆོར་	འཆོར་	NO_POS
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
རླུང་	རླུང་	NOUN
ལ་	ལ་	PART
རླུང་	རླུང་	NOUN
ཐིམ་པ་	ཐིམ་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
དབུགས་	དབུགས་	NOUN
ནི་	ནི་	NO_POS
ངར་ངར་	ངར་ངར་	NO_POS
ཡན་ལག་	ཡན་ལག་	NOUN
འཕྲ་	འཕྲ་	VERB
། །		PUNCT
མིག་	མིག་	NOUN
ཀྱང་	ཀྱང་	PART
གྱེན་	གྱེན་	NOUN
ལ་	ལ་	PART
ལྡོག་པ་	ལྡོག་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
རྟགས་	རྟགས་	NOUN
ནི་	ནི་	NO_POS
སུ་	ལ་	PART
ལ་	ལ་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
དེ་	སྟེ་	PART
། །		PUNCT
འདི་	འདི་	DET
ལ་	ལ་	PART
མི་	མི་	PART
གནས་	གནས་	NOUN
ཕ་རོལ་	ཕ་རོལ་	NOUN
འགྲོ་	འགྲོ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལྟ་	ལྟ་	OTHER
།		PUNCT
ས་	ས་	ADP
ལ་	ལ་	PART
ས་	ས་	ADP
ཐིམ་པ་	ཐིམ་པ་	VERB
འི་	གི་	PART
རྟགས་	རྟགས་	NOUN
སུ་ལུ་	སུ་ལུ་	NO_POS
ས་	གིས་	PART
ལྕི་	ལྕི་	VERB
ཞིང་	ཅིང་	PART
ལྡང་	ལྡང་	NO_POS
མི་	མི་	PART
ནུས་པ་	ནུས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཆུ་	ཆུ་	NOUN
ལ་	ལ་	PART
ཆུ་	ཆུ་	NOUN
ཐིམ་པ་	ཐིམ་པ་	VERB
འི་	གི་	PART
རྟགས་	རྟགས་	NOUN
སུ་	ལ་	PART
ཁ་	ཁ་	PRON
སྣ་	སྣ་	NOUN
ནས་ཆུ་	ནས་ཆུ་	NO_POS
འཛག་པ་	འཛག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མེ་	མེ་	NOUN
ལ་	ལ་	PART
མེ་	མེ་	NOUN
ཐིམ་པ་	ཐིམ་པ་	VERB
འི་	གི་	PART
རྟགས་	རྟགས་	NOUN
སུ་	ལ་	PART
ཁ་	ཁ་	PRON
སྣ་	སྣ་	NOUN
འི་	གི་	PART
ཆུ་	ཆུ་	NOUN
སྐམ་ཞིང་	སྐམ་ཞིང་	NO_POS
གཤིན་	གཤིན་	NO_POS
དྲི་	དྲི་	NOUN
བྲོ་བ་	བྲོ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
རླུང་	རླུང་	NOUN
རླུང་	རླུང་	NOUN
ལ་	ལ་	PART
ཐིམ་པ་	ཐིམ་པ་	VERB
འི་	གི་	PART
རྟགས་	རྟགས་	NOUN
སུ་	ལ་	PART
དབུག་	དབུག་	NO_POS
ང་	ང་	NOUN
ཞིང་ཡན་	ཞིང་ཡན་	NO_POS
ལག་	ལག་	NOUN
འཇག་	འཇག་	NO_POS
སྐྱ་	སྐྱ་	VERB
ཙམ་	ཙམ་	DET
ཕྲ་བ་	ཕྲ་བ་	VERB
འི་	གི་	PART
སྣང་བ་	སྣང་བ་	VERB
འཆར་	འཆར་	NO_POS
ཞིང་མིག་	ཞིང་མིག་	NO_POS
སྤྲིན་	སྤྲིན་	NOUN
གྱེན་	གྱེན་	NOUN
དུ་	ལ་	PART
ལྡོག་པ་	ལྡོག་པ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
སྤྱོད་འཇུག་	སྤྱོད་འཇུག་	PROPN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
བྲེད་	བྲེད་	NO_POS
ཤ་	ཤ་	NOUN
ཐོན་པ་	ཐོན་པ་	VERB
འི་	གི་	PART
མིག་	མིག་	NOUN
བགྲད་	བགྲད་	NO_POS
ན་	ནས་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
དང་	དང་	NO_POS
།		PUNCT
ཀློང་	ཀློང་	NOUN
གསལ་	གསལ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
ཁྲག་	ཁྲག་	NOUN
འདུ་	འདུ་	VERB
ན་	ནས་	PART
། །		PUNCT
སྲོག་རྩ་	སྲོག་རྩ་	NO_POS
འི་	གི་	PART
ནང་	ནང་	NOUN
ན་	ནས་	PART
ཁྲག་	ཁྲག་	NOUN
ཐིག་	ཐིག་	NOUN
རྒྱབ་	རྒྱབ་	NOUN
། །		PUNCT
ཁ་	ཁ་	PRON
དང་	དང་	NO_POS
མིག་	མིག་	NOUN
གཉིས་	གཉིས་	NUM
སྐྱ་	སྐྱ་	VERB
ལོག་	ལོག་	VERB
འགྲོ་	འགྲོ་	VERB
། །		PUNCT
དབུགས་	དབུགས་	NOUN
ནི་	ནི་	NO_POS
ཁྲུ་	ཁྲུ་	NOUN
གང་	གང་	NO_POS
ཙམ་	ཙམ་	DET
དུ་	ལ་	PART
ཆད་	ཆད་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
བཞིན་	བཞིན་	NOUN
ནོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
ཕྱི་	ཕྱི་	NOUN
རྟགས་	རྟགས་	NOUN
སུ་	ལ་	PART
དུ་བ་	དུ་བ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
སྨིག་སྒྱུ་	སྨིག་སྒྱུ་	NO_POS
ལྟ་བུ་	ལྟ་བུ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
སྲིན་བུ་	སྲིན་བུ་	NOUN
མེ་ཁྱེར་	མེ་ཁྱེར་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
མར་མེ་	མར་མེ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
མེ་	མེ་	NOUN
འབར་བ་	འབར་བ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
འི་	གི་	PART
སྣང་བ་	སྣང་བ་	VERB
འཆར་	འཆར་	NO_POS
ཞིང་	ཅིང་	PART
།		PUNCT
ཀློང་	ཀློང་	NOUN
གསལ་	གསལ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
འདེགས་བྱེད་	འདེགས་བྱེད་	NO_POS
དོན་	དོན་	NOUN
གྱི་	གི་	PART
རླུང་	རླུང་	NOUN
བྲོས་པ་	བྲོས་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
ལུས་	ལུས་	NOUN
ནི་	ནི་	NO_POS
མི་	མི་	PART
ཐེག་	ཐེག་	VERB
སྒྱིད་པ་	སྒྱིད་པ་	NOUN
སྒྱུ་	སྒྱུ་	VERB
། །		PUNCT
ཡན་ལག་	ཡན་ལག་	NOUN
མི་	མི་	PART
འདུ་	འདུ་	VERB
སྨྲ་བ་	སྨྲ་བ་	VERB
ར་	ལ་	PART
དཀའ་	དཀའ་	VERB
། །		PUNCT
མིག་	མིག་	NOUN
ལྡོག་	ལྡོག་	VERB
དབུགས་	དབུགས་	NOUN
ནི་	ནི་	NO_POS
ཕྱི་རུ་	ཕྱི་རུ་	NO_POS
འཕུལ་	འཕུལ་	NO_POS
། །		PUNCT
བཀྲག་མདངས་	བཀྲག་མདངས་	NO_POS
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
འི་	གི་	PART
རླུང་	རླུང་	NOUN
བྲོས་པ་	བྲོས་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
ལུས་	ལུས་	NOUN
རྣམས་	རྣམས་	DET
ཁ་	ཁ་	PRON
སྣ་	སྣ་	NOUN
བལ་	བལ་	PROPN
དུད་	དུད་	NO_POS
ཆགས་	ཆགས་	VERB
། །		PUNCT
ཤ་	ཤ་	NOUN
ཚ་ཁ་	ཚ་ཁ་	NO_POS
སྣ་	སྣ་	NOUN
གཤིན་	གཤིན་	NO_POS
དྲི་སྣོམ་	དྲི་སྣོམ་	NO_POS
། །		PUNCT
དྭངས་སྙིགས་	དྭངས་སྙིགས་	NO_POS
འབྱེད་པ་	འབྱེད་པ་	VERB
འི་	གི་	PART
རླུང་	རླུང་	NOUN
བྲོས་པ་	བྲོས་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
བཟའ་བཏུང་	བཟའ་བཏུང་	NOUN
མི་	མི་	PART
ལེན་	ལེན་	VERB
ལུས་སྟོབས་	ལུས་སྟོབས་	NOUN
འཆོར་	འཆོར་	NO_POS
། །		PUNCT
མེ་	མེ་	NOUN
དང་	དང་	NO_POS
མཉམ་པ་	མཉམ་པ་	VERB
འི་	གི་	PART
རླུང་	རླུང་	NOUN
བྲོས་པ་	བྲོས་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
དྲོད་	དྲོད་	NOUN
ནི་	ནི་	NO_POS
མཐའ་	མཐའ་	NOUN
ན་	ནས་	PART
འཆོར་	འཆོར་	NO_POS
། །		PUNCT
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
བཀྲག་	བཀྲག་	OTHER
དང་	དང་	NO_POS
གཟི་མདངས་	གཟི་མདངས་	NO_POS
ཉམས་	ཉམས་	NOUN
། །		PUNCT
བསྐལ་བ་	བསྐལ་བ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
རླུང་	རླུང་	NOUN
བྲོས་པ་	བྲོས་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
ལུས་	ལུས་	NOUN
ལ་	ལ་	PART
ཟ་ཟི་	ཟ་ཟི་	NO_POS
ཕྱད་ཕྱོད་	ཕྱད་ཕྱོད་	NO_POS
མང་	མང་	VERB
།		PUNCT
རྩ་ཕྲན་	རྩ་ཕྲན་	NOUN
ཁྲག་	ཁྲག་	NOUN
ནི་	ནི་	NO_POS
སྲོག་རྩ་	སྲོག་རྩ་	NO_POS
ར་	ལ་	PART
འདུ་	འདུ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལྟ་	ལྟ་	OTHER
རླུང་	རླུང་	NOUN
ལྔ་	ལྔ་	NUM
བྲོས་པ་	བྲོས་པ་	VERB
འི་	གི་	PART
བྱེད་ལས་	བྱེད་ལས་	NOUN
ཀྱིས་	གིས་	PART
།		PUNCT
ཁྱབ་བྱ་	ཁྱབ་བྱ་	NO_POS
ས་	ས་	ADP
ཆུ་	ཆུ་	NOUN
མེ་	མེ་	NOUN
རླུང་	རླུང་	NOUN
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
སྟེ་	སྟེ་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
ཁམས་	ཁམས་	NOUN
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
།		PUNCT
ཁྱབ་བྱེད་	ཁྱབ་བྱེད་	NO_POS
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
འི་	གི་	PART
དཔྱིད་དཔལ་	དཔྱིད་དཔལ་	OTHER
ཏེ་	སྟེ་	PART
འདི་	འདི་	DET
ར་	ལ་	PART
སེམས་	སེམས་	NOUN
དང་	དང་	NO_POS
རིག་པ་	རིག་པ་	VERB
མཐར་ཐུག་	མཐར་ཐུག་	NOUN
གི་	གི་	PART
རྒྱབ་	རྒྱབ་	NOUN
གྱེས་པ་	གྱེས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
ཡུལ་	ཡུལ་	NOUN
ལྔ་	ལྔ་	NUM
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ཡིད་ཤེས་	ཡིད་ཤེས་	NO_POS
ལ་	ལ་	PART
ཐིམ་པ་	ཐིམ་པ་	VERB
ར་	ལ་	PART
ཕྱོགས་པ་	ཕྱོགས་པ་	VERB
འི་	གི་	PART
ཚེ་ཚེ་	ཚེ་ཚེ་	NO_POS
འདི་	འདི་	DET
འི་	གི་	PART
སྣང་བ་	སྣང་བ་	VERB
ལ་	ལ་	PART
ཞེན་པ་	ཞེན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཆགས་པ་	ཆགས་པ་	VERB
དང་	དང་	NO_POS
གདུང་བ་	གདུང་བ་	VERB
རྣམས་	རྣམས་	DET
མི་	མི་	PART
སྐྱེ་	སྐྱེ་	NOUN
ཞིང་	ཅིང་	PART
བླ་མ་	བླ་མ་	NOUN
ས་	གིས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
འི་	གི་	PART
གདམ་ངག་	གདམ་ངག་	NOUN
རྣམས་	རྣམས་	DET
དྲན་པ་	དྲན་པ་	VERB
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
ཅེས་	ཅེས་	PART
སྨོན་པ་	སྨོན་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
༼		PUNCT
རགས་པ་	རགས་པ་	VERB
དང་	དང་	NO_POS
ཕྲ་བ་	ཕྲ་བ་	VERB
འི་	གི་	PART
ཐིམ་རིམ་	ཐིམ་རིམ་	NO_POS
རྣམས་	རྣམས་	DET
འཆར་	འཆར་	NO_POS
དུས་	དུས་	NOUN
གདམས་ངག་	གདམས་ངག་	NOUN
དྲན་	དྲན་	VERB
ན་	ནས་	PART
ངོ་	གོ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
སྨོན་པ་	སྨོན་པ་	VERB
འོ་	གོ་	PART
༽		PUNCT
ནི་	ནི་	NO_POS
།		PUNCT
རགས་པ་	རགས་པ་	VERB
རྩ་ཐིག་	རྩ་ཐིག་	NOUN
རླུང་	རླུང་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
། །		PUNCT
ཚགས་པ་	ཚགས་པ་	OTHER
གྱེས་པ་	གྱེས་པ་	VERB
འི་	གི་	PART
རྟེན་འབྲེལ་	རྟེན་འབྲེལ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
ཕྲ་བ་	ཕྲ་བ་	VERB
སྣང་	སྣང་	VERB
མཆེད་	མཆེད་	NOUN
ཐོབ་	ཐོབ་	VERB
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
། །		PUNCT
ཐིམ་	ཐིམ་	NO_POS
ཚུལ་	ཚུལ་	NOUN
དཀར་ཆ་	དཀར་ཆ་	NO_POS
ཐུར་	ཐུར་	NOUN
བབ་	བབ་	VERB
ཏེ་	སྟེ་	PART
། །		PUNCT
སྙིང་སྟོབས་	སྙིང་སྟོབས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱུང་	བྱུང་	VERB
འདོད་ཆགས་	འདོད་ཆགས་	NOUN
ཀྱི་	གི་	PART
། །		PUNCT
རྟོག་པ་	རྟོག་པ་	VERB
འགག་	འགག་	VERB
དང་	དང་	NO_POS
ལྷན་ཅིག་པ་	ལྷན་ཅིག་པ་	OTHER
ར་	ལ་	PART
། །		PUNCT
རྣམ་ཤེས་	རྣམ་ཤེས་	NOUN
སྣང་བ་	སྣང་བ་	VERB
ལ་	ལ་	PART
ཐིམ་པ་	ཐིམ་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
སྟོན་གནམ་	སྟོན་གནམ་	NO_POS
ཟླ་འོད་	ཟླ་འོད་	PROPN
ཀྱིས་	གིས་	PART
སློང་	སློང་	VERB
ལྟ་	ལྟ་	NOUN
འི་	གི་	PART
། །		PUNCT
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
ལམ་	གམ་	PART
རང་	རང་	PRON
ངོ་	གོ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དམར་	དམར་	VERB
ཆ་	ཆ་	NOUN
གྱེན་	གྱེན་	NOUN
དུ་	ལ་	PART
ལྡོག་	ལྡོག་	VERB
།		PUNCT
རྡུལ་	རྡུལ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
ཞེ་སྡང་	ཞེ་སྡང་	NOUN
འགག་	འགག་	VERB
།		PUNCT
སྣང་བ་	སྣང་བ་	VERB
མཆེད་པ་	མཆེད་པ་	VERB
ལ་	ལ་	PART
ཐིམ་པ་	ཐིམ་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
སྐར་ཁུང་	སྐར་ཁུང་	NOUN
ཉི་	ཉི་	NUM
ཞུ་		
གྱིས་	གིས་	PART
སློང་	སློང་	VERB
ལྟ་	ལྟ་	NOUN
འི་	གི་	PART
། །		PUNCT
དམར་	དམར་	VERB
ལམ་	གམ་	PART
རང་	རང་	PRON
ངོ་	གོ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
།		PUNCT
ཁུ་རྡུལ་	ཁུ་རྡུལ་	NO_POS
སྙིང་ག་	སྙིང་ག་	NOUN
ར་	ལ་	PART
ཕྲད་པ་	ཕྲད་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
མུན་ཅན་	མུན་ཅན་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱུང་	བྱུང་	VERB
གཏི་མུག་	གཏི་མུག་	NOUN
འགག་	འགག་	VERB
།		PUNCT
མཆེད་པ་	མཆེད་པ་	VERB
ཉེར་ཐོབ་	ཉེར་ཐོབ་	NO_POS
ལ་	ལ་	PART
ཐིམ་པ་	ཐིམ་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
སྟོན་གནམ་	སྟོན་གནམ་	NO_POS
སྨག་	སྨག་	NOUN
གིས་	གིས་	PART
སློང་བ་	སློང་བ་	VERB
ལྟ་	ལྟ་	NOUN
འི་	གི་	PART
། །		PUNCT
ནག་	ནག་	VERB
ལམ་	གམ་	PART
ཤ་	ཤ་	VERB
ན་	ནས་	PART
བརྒྱལ་བ་	བརྒྱལ་བ་	VERB
ལ་	ལ་	PART
། །		PUNCT
ཕྱོགས་	ཕྱོགས་	NOUN
ཚེ་	ཚེ་	NOUN
དྲན་པ་	དྲན་པ་	VERB
འི་	གི་	PART
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
ཡི་	གིས་	PART
། །		PUNCT
ཉེར་ཐོབ་	ཉེར་ཐོབ་	NO_POS
འོད་གསལ་	འོད་གསལ་	NOUN
ལ་	ལ་	PART
འདྲེ་	འདྲེ་	VERB
ན་	ནས་	PART
། །		PUNCT
གདོད་མ་	གདོད་མ་	OTHER
འི་	གི་	PART
དབྱིངས་	དབྱིངས་	NOUN
སུ་	ལ་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཤོག་	ཤོག་	VERB
།		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
དྲན་པ་	དྲན་པ་	VERB
འི་	གི་	PART
སྟོབས་ཞན་པ་	སྟོབས་ཞན་པ་	NO_POS
ས་	གིས་	PART
། །		PUNCT
བརྒྱལ་	བརྒྱལ་	NO_POS
ཏེ་	སྟེ་	PART
སེམས་	སེམས་	NOUN
མེད་	མེད་	VERB
སྐབས་	སྐབས་	NOUN
གྱུར་	གྱུར་	VERB
ན་	ལ་	PART
། །		PUNCT
ཀུན་གཞི་	ཀུན་གཞི་	NOUN
ཆོས་དབྱིངས་	ཆོས་དབྱིངས་	NOUN
ལ་	ལ་	PART
སད་	སད་	VERB
ན་	ནས་	PART
། །		PUNCT
དྭངས་གསལ་	དྭངས་གསལ་	OTHER
རྟོག་པ་	རྟོག་པ་	VERB
མེད་པ་	མེད་པ་	VERB
ཡི་	གི་	PART
། །		PUNCT
འཆི་བ་	འཆི་བ་	VERB
འོད་གསལ་	འོད་གསལ་	NOUN
མངོན་གྱུར་	མངོན་གྱུར་	ADJ
ཤོག་	ཤོག་	VERB
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཆོས་སྐུ་	ཆོས་སྐུ་	NOUN
འི་	གི་	PART
བསྲེ་བ་	བསྲེ་བ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
གདོད་མ་	གདོད་མ་	OTHER
འི་	གི་	PART
ནང་	ནང་	NOUN
དབྱིངས་	དབྱིངས་	NOUN
མ་ཟིན་	མ་ཟིན་	NO_POS
ན་	ལ་	PART
། །		PUNCT
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
